genome.genome_id	genome.biosample_accession	genome.geographic_location	genome.isolation_country	genome.collection_date	genome.collection_year
1773.1284	SAMEA1016096	Russia	Russia	2008	2008
1773.538	SAMN03177484	South Korea: Changwon	South Korea	08-Aug-2005	2005
1773.599	SAMEA787741	Uganda: Kampala	Uganda	2004-12-01	2004
1773.820	SAMEA968122	Netherlands: Amsterdam	Netherlands	1993-12	1993
1773.8675	SAMN07664841	Peru: Lima	Peru	01-Jul-2008	2008
1773.6879	SAMN06010251	Peru: Lima	Peru	2012-01-01	2012
1773.7021	SAMN06010395	Peru: Lima	Peru	2012-01-01	2012
1773.7647	SAMN06010160	Peru: Lima	Peru	2012-01-01	2012
1773.1936	SAMEA1707480	Russia	Russia	2010	2010
1773.6455	SAMN05918743	Peru: Lima	Peru	2012-01-01	2012
1773.6323	SAMN05919653	Peru: Lima	Peru	2012-01-01	2012
1773.6246	SAMN05919659	Peru: Lima	Peru	2012-01-01	2012
1773.6129	SAMN05918587	Peru: Lima	Peru	2012-01-01	2012
1773.10673	SAMN09566534	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.1070	SAMEA1707296	Russia	Russia	2009	2009
1773.10736	SAMN09566552	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.10784	SAMN09566726	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.10794	SAMN09566695	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.737	SAMEA1706676	Netherlands: Amsterdam	Netherlands	1997-07	1997
1773.2116	SAMEA1019075	United Kingdom: Midlands	United Kingdom	2005	2005
1773.8523	SAMN07570351				
1773.9512	SAMN08199303	Guatemala	Guatemala	2011	2011
1773.9505	SAMN08199277	Guatemala	Guatemala	2011	2011
1773.2336	SAMN03813786	USA: New York City	United States	2001	2001
1773.8152	SAMN05721795				
1773.6592	SAMN05916243	Peru: Lima	Peru	2012-01-01	2012
1773.7654	SAMN06010143	Peru: Lima	Peru	2012-01-01	2012
1773.7709	SAMN06010142	Peru: Lima	Peru	2012-01-01	2012
1773.6339	SAMN05918735	Peru: Lima	Peru	2012-01-01	2012
1773.6230	SAMN05919569	Peru: Lima	Peru	2012-01-01	2012
1773.9503	SAMN08199305	Guatemala	Guatemala	2010	2010
1773.9499	SAMN08199254	Guatemala	Guatemala	2010	2010
1773.10516	SAMN08432975	Colombia: Medellin	Colombia	2005	2005
1773.2325	SAMN03813777	USA: New York City	United States	2001	2001
1773.8657	SAMN07664823	Peru: Lima	Peru	01-Jul-2008	2008
1773.7012	SAMN06010368	Peru: Lima	Peru	2012-01-01	2012
1773.8163	SAMN06189363	Russia: Irkutsk Oblast, Chunsky Municipal District	Russia	2015-08-07	2015
1773.8205	SAMN06622696	South Korea: Seoul	South Korea	2016	2016
1773.1049	SAMEA1707159	Russia	Russia	2010	2010
1773.6344	SAMN05918717	Peru: Lima	Peru	2012-01-01	2012
1773.6328	SAMN05918719	Peru: Lima	Peru	2012-01-01	2012
1773.6055	SAMN05918937	Peru: Lima	Peru	2012-01-01	2012
1773.6302	SAMN05919634	Peru: Lima	Peru	2012-01-01	2012
1773.6280	SAMN05919658	Peru: Lima	Peru	2012-01-01	2012
1773.9609	SAMN06292590	Hong Kong	China	2008	2008
1773.10515	SAMN08432976	Colombia: Medellin	Colombia	2005	2005
1773.10518	SAMN08436883	Colombia: Medellin	Colombia	2005	2005
1773.8153	SAMN05721796				
1773.8216	SAMN05833364	Colombia: Buenaventura	Colombia	2013	2013
1773.7659	SAMN06010129	Peru: Lima	Peru	2012-01-01	2012
1773.1908	SAMEA1707418	Russia	Russia	2010	2010
1773.2036	SAMEA1018928	United Kingdom: Midlands	United Kingdom	2002	2002
1773.9530	SAMN07414819	Hong Kong	China	2012-06	2012
1773.9529	SAMN07414820	Hong Kong	China	2012-02	2012
1773.9536	SAMN08765497	India	India	2014-11-21	2014
1773.9528	SAMN08462824	India	India	04-Jun-2016	2016
1773.2344	SAMN03813805	USA: New York City	United States	2001	2001
1773.8524	SAMN07570350				
1773.2145	SAMEA1019137	United Kingdom: Midlands	United Kingdom	1998	1998
1773.9608	SAMN06292592	Hong Kong	China	2008	2008
1773.5936	SAMN05001334	New Zealand: Auckland	New Zealand	2011	2011
1773.9607	SAMN09453176	Russia: Saint-Petersburg	Russia	2008	2008
1773.1198	SAMEA1523384	South Africa: Brits	South Africa	2008/2014	
1773.653	SAMEA1523363	Malaysia: Kuala Lumpur	Malaysia	2008/2014	
1773.7223	SAMEA2682755	Peru	Peru	2009	2009
1773.7365	SAMEA2682970	Peru	Peru	2009	2009
1773.1022	SAMEA1404008	Russia	Russia	2009	2009
1773.1112	SAMEA1707569	Russia	Russia	2008	2008
1773.1119	SAMEA1018886	United Kingdom: Midlands	United Kingdom	2006	2006
1773.1880	SAMEA1707368	Russia	Russia	2008	2008
1773.2039	SAMEA1018932	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2071	SAMEA1018994	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2103	SAMEA1019052	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2113	SAMEA1019067	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2205	SAMEA1019285	United Kingdom: Midlands	United Kingdom	2005	2005
1773.10597	SAMN09566442	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.10660	SAMN09566570	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.10753	SAMN09566527	South Africa: Kwa-Zulu Natal	South Africa	2011/2014	2011
1773.7298	SAMEA2683103	Peru	Peru	2011	2011
1773.7346	SAMEA2682886	Peru	Peru	2009	2009
1773.7343	SAMEA2682864	Peru	Peru	2009	2009
1773.7185	SAMEA2682698	Peru	Peru	2009	2009
1773.7366	SAMEA2682971	Peru	Peru	2010	2010
1773.7519	SAMEA2682887	Peru	Peru	2009	2009
1773.794	SAMEA968113	Netherlands: Amsterdam	Netherlands	1999-01	1999
1773.8172	SAMEA2683098	Peru	Peru	2012	2012
1773.7580	SAMEA2682922	Peru	Peru	2010	2010
1773.7265	SAMEA2683065	Peru	Peru	2011	2011
1773.1170	SAMEA787727	Uganda: Kampala	Uganda	2006-01-01	2006
1773.589	SAMEA787739	Uganda: Kampala	Uganda	2004-11-01	2004
1773.569	SAMEA3250479	Ethiopia	Ethiopia		
1773.7111	SAMEA2682824	Peru	Peru	2009	2009
1773.7088	SAMEA2682681	Peru	Peru	2009	2009
1773.7165	SAMEA2682674	Peru	Peru	2008	2008
1773.7198	SAMEA2682719	Peru	Peru	2008	2008
1773.7520	SAMEA2682951	Peru	Peru	2009	2009
1773.7486	SAMEA2682802	Peru	Peru	2009	2009
1773.7590	SAMEA2682907	Peru	Peru	2010	2010
1773.1515	SAMEA1403777	Russia	Russia	2009	2009
1773.8650	SAMD00076259	Viet Nam: Hanoi	Vietnam	2007-09-05	2007
1773.7264	SAMEA2683061	Peru	Peru	2011	2011
1773.7352	SAMEA2682919	Peru	Peru	2009	2009
1773.2312	SAMEA961672	United Kingdom: Midlands	United Kingdom	2008	2008
1773.781	SAMEA968104	Netherlands: Amsterdam	Netherlands	1994-05	1994
1773.7281	SAMEA2683084	Peru	Peru	2012	2012
1773.7533	SAMEA2683024	Peru	Peru	2011	2011
1773.2333	SAMN03813794	USA: New York City	United States	2005	2005
1773.788	SAMEA968081	Netherlands: Amsterdam	Netherlands	2008-03	2008
1773.7195	SAMEA2682716	Peru	Peru	2008	2008
1773.7304	SAMEA2683023	Peru	Peru	2011	2011
1773.7068	SAMEA2682777	Peru	Peru	2009	2009
1773.7129	SAMEA2682856	Peru	Peru	2009	2009
1773.7242	SAMEA2683036	Peru	Peru	2011	2011
1773.7262	SAMEA2683017	Peru	Peru	2011	2011
1773.7287	SAMEA2683091	Peru	Peru	2011	2011
1773.7324	SAMEA2682808	Peru	Peru	2009	2009
1773.7077	SAMEA2682758	Peru	Peru	2009	2009
1773.7151	SAMEA2683121	Peru	Peru	2012	2012
1773.7307	SAMEA2683114	Peru	Peru	2012	2012
1773.7606	SAMEA2683002	Peru	Peru	2011	2011
1773.1059	SAMEA1707225	Russia	Russia	2010	2010
1773.1450	SAMEA1403693	Russia	Russia	2008	2008
1773.1472	SAMEA1403718	Russia	Russia	2009	2009
1773.1786	SAMEA1707179	Russia	Russia	2010	2010
1773.1810	SAMEA1707223	Russia	Russia	2010	2010
1773.1885	SAMEA1707383	Russia	Russia	2010	2010
1773.1976	SAMEA1707562	Russia	Russia	2008	2008
1773.2009	SAMEA1018884	United Kingdom: Midlands	United Kingdom	2005	2005
1773.2026	SAMEA1018912	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2054	SAMEA1018963	United Kingdom: Midlands	United Kingdom	2004	2004
1773.2066	SAMEA1018987	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2156	SAMEA1019163	United Kingdom: Midlands	United Kingdom	2009	2009
1773.2177	SAMEA1019212	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2178	SAMEA1019214	United Kingdom: Midlands	United Kingdom	2007	2007
1773.6353	SAMN05918722	Peru: Lima	Peru	2012-01-01	2012
1773.6669	SAMN05916319	Peru: Lima	Peru	2012-01-01	2012
1773.6197	SAMN05918562	Peru: Lima	Peru	2012-01-01	2012
1773.2431	SAMN04910096				
1773.2342	SAMN03813797	USA: New York City	United States	2001	2001
1773.526	SAMN03177465	South Korea: Changwon	South Korea	01-Jun-2005	2005
1773.561	SAMN03338744	Malaysia: Kuala Lumpur	Malaysia	2010	2010
1773.6483	SAMN05918771	Peru: Lima	Peru	2012-01-01	2012
1773.640	SAMEA1523376	South Africa: Durban	South Africa	2008/2014	
1773.7254	SAMEA2683050	Peru	Peru	2011	2011
1773.7251	SAMEA2683046	Peru	Peru	2011	2011
1773.7308	SAMEA2683120	Peru	Peru	2012	2012
1773.7350	SAMEA2682786	Peru	Peru	2009	2009
1773.7160	SAMEA2683135	Peru	Peru	2012	2012
1773.7244	SAMEA2683039	Peru	Peru	2011	2011
1773.7238	SAMEA2683032	Peru	Peru	2011	2011
1773.7099	SAMEA2682781	Peru	Peru	2009	2009
1773.7316	SAMEA2683139	Peru	Peru	2012	2012
1773.7597	SAMEA2682895	Peru	Peru	2010	2010
1773.1035	SAMEA1469519	United Kingdom	United Kingdom	2011	2011
1773.1037	SAMEA1469521	United Kingdom	United Kingdom	2011	2011
1773.1064	SAMEA1707253	Russia	Russia	2010	2010
1773.1075	SAMEA1707325	Russia	Russia	2009	2009
1773.1129	SAMEA1019041	United Kingdom: Midlands	United Kingdom	2005	2005
1773.1218	SAMEA1015973	Russia	Russia	2008	2008
1773.1221	SAMEA1015978	Russia	Russia	2009	2009
1773.1230	SAMEA1015990	Russia	Russia	2008	2008
1773.1237	SAMEA1016002	Russia	Russia	2009	2009
1773.1276	SAMEA1016083	Russia	Russia	2008	2008
1773.1347	SAMEA1403560	Russia	Russia	2008	2008
1773.1371	SAMEA1403590	Russia	Russia	2009	2009
1773.1403	SAMEA1403628	Russia	Russia	2009	2009
1773.1466	SAMEA1403711	Russia	Russia	2009	2009
1773.1517	SAMEA1403780	Russia	Russia	2009	2009
1773.1679	SAMEA1403997	Russia	Russia	2009	2009
1773.1715	SAMEA1404042	Russia	Russia	2008	2008
1773.1780	SAMEA1707166	Russia	Russia	2008	2008
1773.1801	SAMEA1707203	Russia	Russia	2010	2010
1773.1859	SAMEA1707329	Russia	Russia	2010	2010
1773.1915	SAMEA1707431	Russia	Russia	2008	2008
1773.1941	SAMEA1707494	Russia	Russia	2008	2008
1773.1943	SAMEA1707498	Russia	Russia	2010	2010
1773.2001	SAMEA1018869	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2034	SAMEA1018925	United Kingdom: Midlands	United Kingdom	2007	2007
1773.2048	SAMEA1018954	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2110	SAMEA1019064	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2183	SAMEA1019228	United Kingdom: Midlands	United Kingdom	2006	2006
1773.2217	SAMEA1019308	United Kingdom: Midlands	United Kingdom	2010	2010
1773.689	SAMEA1706692	Netherlands	Netherlands	1995-04	1995
1773.985	SAMEA1403781	Russia	Russia	2009	2009
1773.999	SAMEA1403860	Russia	Russia	2009	2009
1773.6611	SAMN05916261	Peru: Lima	Peru	2012-01-01	2012
1773.6095	SAMN05915276	Peru: Lima	Peru	2012-01-01	2012
1773.2433	SAMN04910097				
1773.7154	SAMEA2683123	Peru	Peru	2012	2012
1773.7277	SAMEA2683079	Peru	Peru	2010	2010
1773.7551	SAMEA2682962	Peru	Peru	2010	2010
1773.1088	SAMEA1707427	Russia	Russia	2010	2010
1773.1154	SAMEA961599	United Kingdom: Midlands	United Kingdom	2007	2007
1773.1836	SAMEA1707282	Russia	Russia	2010	2010
1773.1877	SAMEA1707361	Russia	Russia	2010	2010
1773.1946	SAMEA1707507	Russia	Russia	2010	2010
1773.2160	SAMEA1019171	United Kingdom: Midlands	United Kingdom	2008	2008
1773.717	SAMEA1706686	Netherlands: Amsterdam	Netherlands	1996-04	1996
1773.718	SAMEA1706696	Netherlands: Amsterdam	Netherlands	2004-10	2004
1773.872	SAMEA968125	Netherlands: Amsterdam	Netherlands	2005-11	2005
1773.8727	SAMN07701721	China	China	2015-02-18	2015
1773.8162	SAMN06169721	Viet Nam	Vietnam	2002	2002
1773.7166	SAMEA2682673	Peru	Peru	2009	2009
1773.7236	SAMEA2683029	Peru	Peru	2011	2011
1773.7530	SAMEA2683026	Peru	Peru	2011	2011
1773.7538	SAMEA2683010	Peru	Peru	2011	2011
1773.7564	SAMEA2682942	Peru	Peru	2009	2009
1773.7605	SAMEA2683004	Peru	Peru	2011	2011
1773.1778	SAMEA1707163	Russia	Russia	2010	2010
1773.1825	SAMEA1707264	Russia	Russia	2010	2010
1773.1883	SAMEA1707379	Russia	Russia	2009	2009
1773.2081	SAMEA1019010	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2115	SAMEA1019071	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2120	SAMEA1019085	United Kingdom: Midlands	United Kingdom	2008	2008
1773.541	SAMN03177487	South Korea: Changwon	South Korea	07-Sep-2005	2005
1773.8168	SAMEA2683006	Peru	Peru	2011	2011
1773.7360	SAMEA2682963	Peru	Peru	2011	2011
1773.1056	SAMEA1707194	Russia	Russia	2010	2010
1773.2209	SAMEA1019293	United Kingdom: Midlands	United Kingdom	2003	2003
1773.2247	SAMEA961596	United Kingdom: Midlands	United Kingdom	2007	2007
1773.523	SAMN02874015	Philippines	Philippines	1996	1996
1773.7167	SAMEA2683145	Peru	Peru	2012	2012
1773.2070	SAMEA1018993	United Kingdom: Midlands	United Kingdom	2008	2008
1773.2226	SAMEA1019330	United Kingdom: Midlands	United Kingdom	2010	2010
1773.1485	SAMEA1403737	Russia	Russia	2009	2009
1773.1927	SAMEA1707464	Russia	Russia	2010	2010
1773.2307	SAMEA961667	United Kingdom: Midlands	United Kingdom	2006	2006
1773.809	SAMEA968106	Netherlands: Amsterdam	Netherlands	1997-09	1997
1773.856	SAMEA1706702	Netherlands: Amsterdam	Netherlands	1995-04	1995
1773.7113	SAMEA2682833	Peru	Peru	2009	2009
1773.7072	SAMEA2682790	Peru	Peru	2009	2009
1773.7589	SAMEA2682908	Peru	Peru	2010	2010
1773.2248	SAMEA961597	United Kingdom: Midlands	United Kingdom	2006	2006
1773.816	SAMEA968118	Estonia	Estonia	2005	2005
1773.850	SAMEA1706670	Netherlands: Amsterdam	Netherlands	1998-05	1998
1773.892	SAMEA968210	Netherlands: Amsterdam	Netherlands	1996-06	1996
1773.835	SAMN03295492	Brazil: Sao Paulo	Brazil	2002	2002
1773.558	SAMN03177491	South Korea: Changwon	South Korea	13-Dec-2005	2005
1773.2321	SAMN02819976	Colombia: Medellin	Colombia	29-Mar-2009	2009
1773.6173	SAMN05918548	Peru: Lima	Peru	2012-01-01	2012
1773.6511	SAMN05916432	Peru: Lima	Peru	2012-01-01	2012
1773.6332	SAMN05918619	Peru: Lima	Peru	2012-01-01	2012
1773.6460	SAMN05918748	Peru: Lima	Peru	2012-01-01	2012
1773.6500	SAMN05916384	Peru: Lima	Peru	2012-01-01	2012
1773.6504	SAMN05916425	Peru: Lima	Peru	2012-01-01	2012
1773.6468	SAMN05918757	Peru: Lima	Peru	2012-01-01	2012
1773.6473	SAMN05918762	Peru: Lima	Peru	2012-01-01	2012
1773.6576	SAMN05916227	Peru: Lima	Peru	2012-01-01	2012
1773.6711	SAMN05916221	Peru: Lima	Peru	2012-01-01	2012
1773.6499	SAMN05916383	Peru: Lima	Peru	2012-01-01	2012
1773.6580	SAMN05916232	Peru: Lima	Peru	2012-01-01	2012
1773.6112	SAMN05915257	Peru: Lima	Peru	2012-01-01	2012
1773.6091	SAMN05915279	Peru: Lima	Peru	2012-01-01	2012
1773.1189	SAMEA1523361	South Africa: Durban	South Africa	2008/2014	
1773.572	SAMEA1523385	South Africa: Durban	South Africa	2008/2014	
1773.578	SAMEA1523389	South Africa: Durban	South Africa	2008/2014	
1773.584	SAMEA1317662	South Africa: Cape Town	South Africa	2008/2014	
1773.603	SAMEA1523353	South Africa: Brits	South Africa	2008/2014	
1773.638	SAMEA1317634	South Africa: Stellenbosch	South Africa	2008/2014	
1773.654	SAMEA1317652	South Africa: Cape Town	South Africa	2008/2014	
1773.8709	SAMN07664875	Peru: Lima	Peru	01-Jul-2008	2008
1773.8719	SAMN07664885	Peru: Lima	Peru	01-Jul-2008	2008
1773.8707	SAMN07664873	Peru: Lima	Peru	01-Jul-2008	2008
1773.8703	SAMN07664869	Peru: Lima	Peru	01-Jul-2008	2008
1773.8664	SAMN07664830	Peru: Lima	Peru	01-Jul-2008	2008
1773.8689	SAMN07664856	Peru: Lima	Peru	01-Jul-2008	2008
1773.8720	SAMN07664886	Peru: Lima	Peru	01-Jul-2008	2008
1773.8698	SAMN07664864	Peru: Lima	Peru	01-Jul-2008	2008
1773.8715	SAMN07664881	Peru: Lima	Peru	01-Jul-2008	2008
1773.8708	SAMN07664874	Peru: Lima	Peru	01-Jul-2008	2008
1773.8705	SAMN07664872	Peru: Lima	Peru	01-Jul-2008	2008
1773.8679	SAMN07664844	Peru: Lima	Peru	01-Jul-2008	2008
1773.8676	SAMN07664842	Peru: Lima	Peru	01-Jul-2008	2008
1773.8671	SAMN07664837	Peru: Lima	Peru	01-Jul-2008	2008
1773.8677	SAMN07664843	Peru: Lima	Peru	01-Jul-2008	2008
1773.8722	SAMN07664888	Peru: Lima	Peru	01-Jul-2008	2008
1773.8669	SAMN07664835	Peru: Lima	Peru	01-Jul-2008	2008
1773.8672	SAMN07664838	Peru:Lima	Peru	01-Jul-2008	2008
1773.8767	SAMD00065354	Japan: Kyoto	Japan	2004	2004
1773.7118	SAMEA2682689	Peru	Peru	2009	2009
1773.7301	SAMEA2683106	Peru	Peru	2012	2012
1773.7331	SAMEA2682825	Peru	Peru	2009	2009
1773.7354	SAMEA2682926	Peru	Peru	2009	2009
1773.7536	SAMEA2683015	Peru	Peru	2011	2011
1773.7591	SAMEA2682905	Peru	Peru	2010	2010
1773.7588	SAMEA2682909	Peru	Peru	1800/2016	
1773.6837	SAMN06010209	Peru: Lima	Peru	2012-01-01	2012
1773.6852	SAMN06010224	Peru: Lima	Peru	2012-01-01	2012
1773.6849	SAMN06010222	Peru: Lima	Peru	2012-01-01	2012
1773.6882	SAMN06010255	Peru: Lima	Peru	2012-01-01	2012
1773.6881	SAMN06010254	Peru: Lima	Peru	2012-01-01	2012
1773.6863	SAMN06010237	Peru: Lima	Peru	2012-01-01	2012
1773.6883	SAMN06010256	Peru: Lima	Peru	2012-01-01	2012
1773.6872	SAMN06010245	Peru: Lima	Peru	2012-01-01	2012
1773.6922	SAMN06010360	Peru: Lima	Peru	2012-01-01	2012
1773.6923	SAMN06010357	Peru: Lima	Peru	2012-01-01	2012
1773.6999	SAMN06010463	Peru: Lima	Peru	2012-01-01	2012
1773.6992	SAMN06010445	Peru: Lima	Peru	2012-01-01	2012
1773.7020	SAMN06010393	Peru: Lima	Peru	2012-01-01	2012
1773.7006	SAMN06010479	Peru: Lima	Peru	2012-01-01	2012
1773.7005	SAMN06010483	Peru: Lima	Peru	2012-01-01	2012
1773.7045	SAMN06010461	Peru: Lima	Peru	2012-01-01	2012
1773.7053	SAMN06010484	Peru: Lima	Peru	2012-01-01	2012
1773.7024	SAMN06010402	Peru: Lima	Peru	2012-01-01	2012
1773.6857	SAMN06010228	Peru: Lima	Peru	2012-01-01	2012
1773.6878	SAMN06010252	Peru: Lima	Peru	2012-01-01	2012
1773.6871	SAMN06010243	Peru: Lima	Peru	2012-01-01	2012
1773.6932	SAMN06010376	Peru: Lima	Peru	2012-01-01	2012
1773.6921	SAMN06010356	Peru: Lima	Peru	2012-01-01	2012
1773.6928	SAMN06010370	Peru: Lima	Peru	2012-01-01	2012
1773.6952	SAMN06010448	Peru: Lima	Peru	2012-01-01	2012
1773.6944	SAMN06010423	Peru: Lima	Peru	2012-01-01	2012
1773.6998	SAMN06010459	Peru: Lima	Peru	2012-01-01	2012
1773.6988	SAMN06010433	Peru: Lima	Peru	2012-01-01	2012
1773.6981	SAMN06010408	Peru: Lima	Peru	2012-01-01	2012
1773.6995	SAMN06010449	Peru: Lima	Peru	2012-01-01	2012
1773.7013	SAMN06010372	Peru: Lima	Peru	2012-01-01	2012
1773.7032	SAMN06010425	Peru: Lima	Peru	2012-01-01	2012
1773.6835	SAMN06010202	Peru: Lima	Peru	2012-01-01	2012
1773.6861	SAMN06010234	Peru: Lima	Peru	2012-01-01	2012
1773.6869	SAMN06010244	Peru: Lima	Peru	2012-01-01	2012
1773.6874	SAMN06010247	Peru: Lima	Peru	2012-01-01	2012
1773.6865	SAMN06010238	Peru: Lima	Peru	2012-01-01	2012
1773.6930	SAMN06010382	Peru: Lima	Peru	2012-01-01	2012
1773.6937	SAMN06010400	Peru: Lima	Peru	2012-01-01	2012
1773.6950	SAMN06010441	Peru: Lima	Peru	2012-01-01	2012
1773.6956	SAMN06010458	Peru: Lima	Peru	2012-01-01	2012
1773.6949	SAMN06010438	Peru: Lima	Peru	2012-01-01	2012
1773.6938	SAMN06010403	Peru: Lima	Peru	2012-01-01	2012
1773.6971	SAMN06010374	Peru: Lima	Peru	2012-01-01	2012
1773.7008	SAMN06010491	Peru: Lima	Peru	2012-01-01	2012
1773.7011	SAMN06010365	Peru: Lima	Peru	2012-01-01	2012
1773.7016	SAMN06010381	Peru: Lima	Peru	2012-01-01	2012
1773.7046	SAMN06010464	Peru: Lima	Peru	2012-01-01	2012
1773.7048	SAMN06010471	Peru: Lima	Peru	2012-01-01	2012
1773.7639	SAMN06010319	Peru: Lima	Peru	2012-01-01	2012
1773.7649	SAMN06010163	Peru: Lima	Peru	2012-01-01	2012
1773.7653	SAMN06010147	Peru: Lima	Peru	2012-01-01	2012
1773.7651	SAMN06010153	Peru: Lima	Peru	2012-01-01	2012
1773.7650	SAMN06010157	Peru: Lima	Peru	2012-01-01	2012
1773.7658	SAMN06010133	Peru: Lima	Peru	2012-01-01	2012
1773.7657	SAMN06010137	Peru: Lima	Peru	2012-01-01	2012
1773.7618	SAMN06010478	Peru: Lima	Peru	2012-01-01	2012
1773.7626	SAMN06010334	Peru: Lima	Peru	2012-01-01	2012
1773.7628	SAMN06010331	Peru: Lima	Peru	2012-01-01	2012
1773.7638	SAMN06010321	Peru: Lima	Peru	2012-01-01	2012
1773.7636	SAMN06010324	Peru: Lima	Peru	2012-01-01	2012
1773.7635	SAMN06010326	Peru: Lima	Peru	2012-01-01	2012
1773.7643	SAMN06010179	Peru: Lima	Peru	2012-01-01	2012
1773.7669	SAMN06010200	Peru: Lima	Peru	2012-01-01	2012
1773.7687	SAMN06010169	Peru: Lima	Peru	2012-01-01	2012
1773.7694	SAMN06010159	Peru: Lima	Peru	2012-01-01	2012
1773.7691	SAMN06010164	Peru: Lima	Peru	2012-01-01	2012
1773.7697	SAMN06010156	Peru: Lima	Peru	2012-01-01	2012
1773.7707	SAMN06010140	Peru: Lima	Peru	2012-01-01	2012
1773.7708	SAMN06010139	Peru: Lima	Peru	2012-01-01	2012
1773.7715	SAMN06010128	Peru: Lima	Peru	2012-01-01	2012
1773.7719	SAMN06010124	Peru: Lima	Peru	2012-01-01	2012
1773.6742	SAMN06010135	Peru: Lima	Peru	2012-01-01	2012
1773.6746	SAMN06010490	Peru: Lima	Peru	2012-01-01	2012
1773.1007	SAMEA1403906	Russia	Russia	2009	2009
1773.1010	SAMEA1403934	Russia	Russia	2009	2009
1773.1015	SAMEA1403963	Russia	Russia	2009	2009
1773.1043	SAMEA1469531	United Kingdom	United Kingdom	2011	2011
1773.1072	SAMEA1707304	Russia	Russia	2010	2010
1773.1089	SAMEA1707434	Russia	Russia	2010	2010
1773.1091	SAMEA1707448	Russia	Russia	2010	2010
1773.1107	SAMEA1707540	Russia	Russia	2010	2010
1773.1203	SAMEA1015931	Russia	Russia	2008	2008
1773.1206	SAMEA1015939	Russia	Russia	2008	2008
1773.1219	SAMEA1015975	Russia	Russia	2009	2009
1773.1252	SAMEA1016030	Russia	Russia	2008	2008
1773.1258	SAMEA1016045	Russia	Russia	2008	2008
1773.1272	SAMEA1016077	Russia	Russia	2008	2008
1773.1274	SAMEA1016080	Russia	Russia	2008	2008
1773.1302	SAMEA1016140	Russia	Russia	2008	2008
1773.1324	SAMEA1016179	Russia	Russia	2009	2009
1773.1330	SAMEA1016191	Russia	Russia	2009	2009
1773.1334	SAMEA1016198	Russia	Russia	2009	2009
1773.1340	SAMEA1403551	Russia	Russia	2009	2009
1773.1344	SAMEA1403556	Russia	Russia	2009	2009
1773.1362	SAMEA1403576	Russia	Russia	2009	2009
1773.1366	SAMEA1403581	Russia	Russia	2009	2009
1773.1369	SAMEA1403586	Russia	Russia	2009	2009
1773.1387	SAMEA1403609	Russia	Russia	2009	2009
1773.1388	SAMEA1403610	Russia	Russia	2009	2009
1773.1419	SAMEA1403653	Russia	Russia	2009	2009
1773.1429	SAMEA1403667	Russia	Russia	2009	2009
1773.1439	SAMEA1403679	Russia	Russia	2008	2008
1773.1442	SAMEA1403683	Russia	Russia	2008	2008
1773.1482	SAMEA1403731	Russia	Russia	2008	2008
1773.1489	SAMEA1403741	Russia	Russia	2009	2009
1773.1492	SAMEA1403746	Russia	Russia	2009	2009
1773.1494	SAMEA1403748	Russia	Russia	2009	2009
1773.1505	SAMEA1403762	Russia	Russia	2009	2009
1773.1512	SAMEA1403772	Russia	Russia	2009	2009
1773.1531	SAMEA1403803	Russia	Russia	2008	2008
1773.1541	SAMEA1403818	Russia	Russia	2009	2009
1773.1550	SAMEA1403829	Russia	Russia	2009	2009
1773.1553	SAMEA1403830	Russia	Russia	2009	2009
1773.1562	SAMEA1403845	Russia	Russia	2008	2008
1773.1569	SAMEA1403854	Russia	Russia	2009	2009
1773.1581	SAMEA1403870	Russia	Russia	2009	2009
1773.1590	SAMEA1403882	Russia	Russia	2009	2009
1773.1597	SAMEA1403894	Russia	Russia	2009	2009
1773.1603	SAMEA1403899	Russia	Russia	2009	2009
1773.1607	SAMEA1403907	Russia	Russia	2009	2009
1773.1646	SAMEA1403955	Russia	Russia	2009	2009
1773.1649	SAMEA1403959	Russia	Russia	2009	2009
1773.1653	SAMEA1403965	Russia	Russia	2008	2008
1773.1711	SAMEA1404038	Russia	Russia	2008	2008
1773.1727	SAMEA1469491	Russia	Russia	2009	2009
1773.1735	SAMEA1469500	Russia	Russia	2009	2009
1773.1742	SAMEA1469507	Russia	Russia	2009	2009
1773.1746	SAMEA1469524	Russia	Russia	2009	2009
1773.1754	SAMEA1707121	Russia	Russia	2010	2010
1773.1761	SAMEA1707135	Russia	Russia	2010	2010
