Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Biosample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR6785173,WGS,GCF_000195955.2,296,665453396,PRJNA428596,SAMN08613026,MTB7599-13,Pathogen.cl,382790995,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744955,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate350,Not applicable,Not collected,7599-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7599-13,SRP128089
SRR6785174,WGS,GCF_000195955.2,294,660875342,PRJNA428596,SAMN08613025,MTB7598-13,Pathogen.cl,375656932,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744954,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate349,Not applicable,Not collected,7598-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7598-13,SRP128089
SRR6785175,WGS,GCF_000195955.2,293,2514864870,PRJNA428596,SAMN08612795,MTB3628-13,Pathogen.cl,1753396638,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744953,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate119,Not applicable,Not collected,3628-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3628-13,SRP128089
SRR6785176,WGS,GCF_000195955.2,280,1503494004,PRJNA428596,SAMN08612796,MTB3629-13,Pathogen.cl,1054911712,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744952,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate120,Not applicable,Not collected,3629-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3629-13,SRP128089
SRR6785177,WGS,GCF_000195955.2,296,697606391,PRJNA428596,SAMN08612916,MTB5591-13,Pathogen.cl,351854085,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744951,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate240,Not applicable,Not collected,5591-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5591-13,SRP128089
SRR6785178,WGS,GCF_000195955.2,296,577849472,PRJNA428596,SAMN08612915,MTB5590-13,Pathogen.cl,326145584,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744950,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate239,Not applicable,Not collected,5590-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5590-13,SRP128089
SRR6785179,WGS,GCF_000195955.2,297,429370261,PRJNA428596,SAMN08612912,MTB5587-13,Pathogen.cl,241428662,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744949,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate236,Not applicable,Not collected,5587-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5587-13,SRP128089
SRR6785180,WGS,GCF_000195955.2,297,515337090,PRJNA428596,SAMN08612911,MTB5586-13,Pathogen.cl,283794510,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744948,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate235,Not applicable,Not collected,5586-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5586-13,SRP128089
SRR6785181,WGS,GCF_000195955.2,297,582893303,PRJNA428596,SAMN08612914,MTB5589-13,Pathogen.cl,323151273,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744947,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate238,Not applicable,Not collected,5589-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5589-13,SRP128089
SRR6785182,WGS,GCF_000195955.2,297,525977807,PRJNA428596,SAMN08612913,MTB5588-13,Pathogen.cl,290802041,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744946,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate237,Not applicable,Not collected,5588-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5588-13,SRP128089
SRR6785183,WGS,GCF_000195955.2,295,642804900,PRJNA428596,SAMN08612908,MTB5583-13,Pathogen.cl,362116515,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744945,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate232,Not applicable,Not collected,5583-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5583-13,SRP128089
SRR6785184,WGS,GCF_000195955.2,297,557765523,PRJNA428596,SAMN08612907,MTB5582-13,Pathogen.cl,296594170,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744944,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate231,Not applicable,Not collected,5582-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5582-13,SRP128089
SRR6785185,WGS,GCF_000195955.2,297,547171802,PRJNA428596,SAMN08612910,MTB5585-13,Pathogen.cl,306362871,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744943,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate234,Not applicable,Not collected,5585-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5585-13,SRP128089
SRR6785186,WGS,GCF_000195955.2,296,511822424,PRJNA428596,SAMN08612909,MTB5584-13,Pathogen.cl,287004481,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744942,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate233,Not applicable,Not collected,5584-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5584-13,SRP128089
SRR6785187,WGS,GCF_000195955.2,298,354291317,PRJNA428596,SAMN08613011,MTB7582-13,Pathogen.cl,247964245,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744941,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate335,Not applicable,Not collected,7582-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7582-13,SRP128089
SRR6785188,WGS,GCF_000195955.2,297,331709182,PRJNA428596,SAMN08613012,MTB7583-13,Pathogen.cl,232703920,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744940,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate336,Not applicable,Not collected,7583-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7583-13,SRP128089
SRR6785189,WGS,GCF_000195955.2,298,310376625,PRJNA428596,SAMN08613013,MTB7584-13,Pathogen.cl,215551178,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744939,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate337,Not applicable,Not collected,7584-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7584-13,SRP128089
SRR6785190,WGS,GCF_000195955.2,294,870135278,PRJNA428596,SAMN08613014,MTB7585-13,Pathogen.cl,460428041,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744938,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate338,Not applicable,Not collected,7585-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7585-13,SRP128089
SRR6785191,WGS,GCF_000195955.2,294,687295220,PRJNA428596,SAMN08613007,MTB7578-13,Pathogen.cl,382002191,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744937,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate331,Not applicable,Not collected,7578-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7578-13,SRP128089
SRR6785192,WGS,GCF_000195955.2,294,647671530,PRJNA428596,SAMN08613008,MTB7579-13,Pathogen.cl,358393196,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744936,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate332,Not applicable,Not collected,7579-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7579-13,SRP128089
SRR6785193,WGS,GCF_000195955.2,297,413466042,PRJNA428596,SAMN08613009,MTB7580-13,Pathogen.cl,243361610,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744935,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate333,Not applicable,Not collected,7580-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7580-13,SRP128089
SRR6785194,WGS,GCF_000195955.2,291,415469985,PRJNA428596,SAMN08613010,MTB7581-13,Pathogen.cl,220293877,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744934,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate334,Not applicable,Not collected,7581-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7581-13,SRP128089
SRR6785195,WGS,GCF_000195955.2,298,909464997,PRJNA428596,SAMN08613015,MTB7587-13,Pathogen.cl,560741986,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744933,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate339,Not applicable,Not collected,7587-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7587-13,SRP128089
SRR6785196,WGS,GCF_000195955.2,294,556556890,PRJNA428596,SAMN08613016,MTB7588-13,Pathogen.cl,288847418,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744932,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate340,Not applicable,Not collected,7588-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,7588-13,SRP128089
SRR6785197,WGS,GCF_000195955.2,288,1562101788,PRJNA428596,SAMN08612835,MTB5507-13,Pathogen.cl,752363784,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744931,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate159,Not applicable,Not collected,5507-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5507-13,SRP128089
SRR6785198,WGS,GCF_000195955.2,291,601711456,PRJNA428596,SAMN08612836,MTB5509-13,Pathogen.cl,297876788,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744930,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate160,Not applicable,Not collected,5509-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5509-13,SRP128089
SRR6785199,WGS,GCF_000195955.2,296,832570804,PRJNA428596,SAMN08612831,MTB5503-13,Pathogen.cl,482658436,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744929,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate155,Not applicable,Not collected,5503-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5503-13,SRP128089
SRR6785200,WGS,GCF_000195955.2,295,835432762,PRJNA428596,SAMN08612832,MTB5504-13,Pathogen.cl,470078197,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744928,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate156,Not applicable,Not collected,5504-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5504-13,SRP128089
SRR6785201,WGS,GCF_000195955.2,285,1056667344,PRJNA428596,SAMN08612833,MTB5505-13,Pathogen.cl,520173697,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744927,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate157,Not applicable,Not collected,5505-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5505-13,SRP128089
SRR6785202,WGS,GCF_000195955.2,295,1434731998,PRJNA428596,SAMN08612834,MTB5506-13,Pathogen.cl,678545850,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744926,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate158,Not applicable,Not collected,5506-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5506-13,SRP128089
SRR6785203,WGS,GCF_000195955.2,297,721726603,PRJNA428596,SAMN08612827,MTB5499-13,Pathogen.cl,424489099,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744925,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate151,Not applicable,Not collected,5499-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5499-13,SRP128089
SRR6785204,WGS,GCF_000195955.2,283,1161972220,PRJNA428596,SAMN08612828,MTB5500-13,Pathogen.cl,565678924,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744924,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate152,Not applicable,Not collected,5500-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5500-13,SRP128089
SRR6785205,WGS,GCF_000195955.2,295,446394319,PRJNA428596,SAMN08612829,MTB5501-13,Pathogen.cl,259658827,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744923,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate153,Not applicable,Not collected,5501-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5501-13,SRP128089
SRR6785206,WGS,GCF_000195955.2,298,595977751,PRJNA428596,SAMN08612830,MTB5502-13,Pathogen.cl,336946745,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744922,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate154,Not applicable,Not collected,5502-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,5502-13,SRP128089
SRR6785207,WGS,GCF_000195955.2,295,434654668,PRJNA428596,SAMN08612806,MTB3640-13,Pathogen.cl,218223155,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744921,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate130,Not applicable,Not collected,3640-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3640-13,SRP128089
SRR6785208,WGS,GCF_000195955.2,283,906519768,PRJNA428596,SAMN08612805,MTB3639-13,Pathogen.cl,498252963,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744920,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate129,Not applicable,Not collected,3639-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3639-13,SRP128089
SRR6785209,WGS,GCF_000195955.2,290,716285187,PRJNA428596,SAMN08612798,MTB3631-13,Pathogen.cl,423652195,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744919,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate122,Not applicable,Not collected,3631-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3631-13,SRP128089
SRR6785210,WGS,GCF_000195955.2,291,830224818,PRJNA428596,SAMN08612797,MTB3630-13,Pathogen.cl,449384854,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744918,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate121,Not applicable,Not collected,3630-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3630-13,SRP128089
SRR6785211,WGS,GCF_000195955.2,287,274929812,PRJNA428596,SAMN08612800,MTB3633-13,Pathogen.cl,128109700,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744917,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate124,Not applicable,Not collected,3633-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3633-13,SRP128089
SRR6785212,WGS,GCF_000195955.2,282,906125694,PRJNA428596,SAMN08612799,MTB3632-13,Pathogen.cl,532005497,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744916,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate123,Not applicable,Not collected,3632-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3632-13,SRP128089
SRR6785213,WGS,GCF_000195955.2,298,712288123,PRJNA428596,SAMN08612802,MTB3635-13,Pathogen.cl,411541876,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744915,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate126,Not applicable,Not collected,3635-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3635-13,SRP128089
SRR6785214,WGS,GCF_000195955.2,273,5753600376,PRJNA428596,SAMN08612801,MTB3634-13,Pathogen.cl,3994410521,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744914,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate125,Not applicable,Not collected,3634-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3634-13,SRP128089
SRR6785215,WGS,GCF_000195955.2,292,758145057,PRJNA428596,SAMN08612804,MTB3638-13,Pathogen.cl,418887245,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744913,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate128,Not applicable,Not collected,3638-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3638-13,SRP128089
SRR6785216,WGS,GCF_000195955.2,296,444997143,PRJNA428596,SAMN08612803,MTB3637-13,Pathogen.cl,268128911,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744912,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate127,Not applicable,Not collected,3637-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3637-13,SRP128089
SRR6785217,WGS,GCF_000195955.2,300,472434638,PRJNA428596,SAMN08612767,MTB3598-13,Pathogen.cl,354272751,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744911,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate91,Not applicable,Not collected,3598-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3598-13,SRP128089
SRR6785218,WGS,GCF_000195955.2,298,393653543,PRJNA428596,SAMN08612768,MTB3599-13,Pathogen.cl,232668020,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744910,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate92,Not applicable,Not collected,3599-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3599-13,SRP128089
SRR6785219,WGS,GCF_000195955.2,298,679417393,PRJNA428596,SAMN08612769,MTB3600-13,Pathogen.cl,376814068,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744909,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate93,Not applicable,Not collected,3600-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3600-13,SRP128089
SRR6785220,WGS,GCF_000195955.2,297,862747910,PRJNA428596,SAMN08612770,MTB3601-13,Pathogen.cl,525295489,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744908,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate94,Not applicable,Not collected,3601-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3601-13,SRP128089
SRR6785221,WGS,GCF_000195955.2,293,1167054377,PRJNA428596,SAMN08612771,MTB3602-13,Pathogen.cl,705458225,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744907,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate95,Not applicable,Not collected,3602-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3602-13,SRP128089
SRR6785222,WGS,GCF_000195955.2,297,487547528,PRJNA428596,SAMN08612772,MTB3603-13,Pathogen.cl,290324523,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744906,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate96,Not applicable,Not collected,3603-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3603-13,SRP128089
SRR6785223,WGS,GCF_000195955.2,289,646021242,PRJNA428596,SAMN08612773,MTB3604-13,Pathogen.cl,310495710,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3744905,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,NextSeq 500,Clinical isolate97,Not applicable,Not collected,3604-13_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-02-27T00:00:00Z,3604-13,SRP128089
